ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ISO
58118,Egidijus Kavaliauskas,M,20.0,176.0,69.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,LTU
58118,Egidijus Kavaliauskas,M,24.0,176.0,69.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,,LTU
74010,Leonidas Maleckis,M,26.0,178.0,71.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,,LTU
75157,Kazys Markeviius (-Merkis),M,23.0,,,Lithuania,LTU,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Lightweight,,LTU
75158,Vidas Markeviius,M,28.0,191.0,91.0,Lithuania,LTU,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,,LTU
94024,Evaldas Petrauskas,M,20.0,164.0,60.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,LTU
94024,Evaldas Petrauskas,M,24.0,164.0,60.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,,LTU
108549,Daugirdas emiotas,M,25.0,182.0,81.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,,LTU
114328,Eimantas Stanionis,M,21.0,173.0,69.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,,LTU
114399,Ivanas Stapoviius,M,20.0,164.0,52.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,,LTU
126699,Juozas (-Joseph) Vina,M,22.0,185.0,,Lithuania,LTU,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,,LTU
11464,Sapol Biki,M,22.0,,48.0,Malaysia,MAS,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,,MYS
51557,Jumaat Ibrahim,M,25.0,165.0,50.0,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,,MYS
98579,Gopalan Ramakrishnan,M,23.0,178.0,64.0,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,,MYS
11813,Clyde Cecil Bissett,M,,,,Zimbabwe,ZIM,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Lightweight,,ZWE
20798,Duke Chinyadza,M,26.0,177.0,63.0,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,ZWE
20816,Arigoma Mayero Chiponda,M,26.0,180.0,75.0,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,,ZWE
30253,Ndaba Dube,M,25.0,163.0,67.0,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,,ZWE
30253,Ndaba Dube,M,29.0,163.0,67.0,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,ZWE
40171,"John Thomas ""Jannie"" Gibson",M,23.0,186.0,48.0,Zimbabwe,ZIM,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Middleweight,,ZWE
45021,"Arthur Leonard ""Len"" Hall",M,20.0,,,Zimbabwe,ZIM,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Welterweight,,ZWE
65479,Alexander Kwangwari,M,27.0,,71.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,,ZWE
74682,Arson Mapfumo,M,32.0,148.0,51.0,Zimbabwe,ZIM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,,ZWE
80684,Ambrose Mlilo,M,24.0,175.0,71.0,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,ZWE
122287,Nokuthula Tshabangu,M,23.0,162.0,51.0,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,ZWE
12459,Perfecto Bobadilla Galeano,M,28.0,174.0,74.0,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,PRY
41615,Miguel Amadeo Gonzlez Gauto,M,19.0,172.0,63.0,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,PRY
95057,Oppe Pinto,M,21.0,157.0,57.0,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,,PRY
125910,Sixto Vera Espnola,M,23.0,157.0,51.0,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,PRY
13196,Bruno Flavien Bongongo,M,23.0,,69.0,Central African Republic,CAF,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,CAF
63065,Dieudonn Kossi,M,23.0,171.0,60.0,Central African Republic,CAF,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,,CAF
71238,Antoine Longoud,M,21.0,172.0,67.0,Central African Republic,CAF,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,,CAF
77209,Judith Mbougnade,F,18.0,150.0,51.0,Central African Republic,CAF,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,,CAF
80975,Fidle Mohinga,M,24.0,172.0,67.0,Central African Republic,CAF,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,CAF
130122,Moussa Wiawindi,M,21.0,181.0,63.0,Central African Republic,CAF,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,CAF
13954,Rodrigue Boucka,M,25.0,,,Gabon,GAB,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,,GAB
13982,Serge Bouemba,M,21.0,168.0,54.0,Gabon,GAB,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,GAB
14040,Guy-Elie Boulingui,M,28.0,162.0,51.0,Gabon,GAB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,,GAB
68624,"Braexir ""Romo"" Lemboumba",M,32.0,165.0,56.0,Gabon,GAB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,,GAB
72806,Taylor Mabika,M,29.0,173.0,81.0,Gabon,GAB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,,GAB
77181,Joseph M'Bouroukounda,M,33.0,169.0,57.0,Gabon,GAB,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,GAB
77210,Julio Mboumba,M,31.0,167.0,60.0,Gabon,GAB,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,,GAB
80464,Yannick Audry Mitoumba Mbemy,M,25.0,167.0,67.0,Gabon,GAB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,,GAB
83958,Dieudonn Mzatsi,M,23.0,165.0,57.0,Gabon,GAB,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,,GAB
85678,Petit Jess Ngnitedem,M,19.0,175.0,54.0,Gabon,GAB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,,GAB
87579,Stphane N'Zue Mba,M,21.0,,71.0,Gabon,GAB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,,GAB
88823,Desir Ollo,M,19.0,170.0,63.0,Gabon,GAB,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,,GAB
15524,Gilberto Willmount Brown,M,18.0,188.0,75.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,,VIR
19904,Clifton Charleswell,M,23.0,175.0,63.0,United States Virgin Islands,ISV,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,,VIR
21961,"Laurent Clayton, Jr.",M,26.0,196.0,127.0,United States Virgin Islands,ISV,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,,VIR
38585,Jacobo Garcia,M,19.0,170.0,64.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,VIR
38585,Jacobo Garcia,M,23.0,170.0,64.0,United States Virgin Islands,ISV,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,,VIR
38644,Marcelino Garcia,M,24.0,178.0,67.0,United States Virgin Islands,ISV,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,,VIR
53120,John Jackson,M,19.0,183.0,69.0,United States Virgin Islands,ISV,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,VIR
53127,Julius Jackson,M,21.0,188.0,75.0,United States Virgin Islands,ISV,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,,VIR
69663,Earl Liburd,M,22.0,180.0,71.0,United States Virgin Islands,ISV,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,,VIR
92740,William Peets,M,20.0,180.0,70.0,United States Virgin Islands,ISV,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,,VIR
16393,Malcolm Bulner,M,20.0,180.0,67.0,Sri Lanka,SRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,,LKA
42524,"Edward Ian ""Eddie"" Gray",M,29.0,,,Sri Lanka,SRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,,LKA
45553,Leslie Donovan Perera Handunge,M,27.0,,,Sri Lanka,SRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,LKA
45553,Leslie Donovan Perera Handunge,M,31.0,,,Sri Lanka,SRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,,LKA
47697,Basil Cholmondel Henricus,M,29.0,,,Sri Lanka,SRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Lightweight,,LKA
54083,Chandrasena P. Jayasuriya,M,,,,Sri Lanka,SRI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Lightweight,,LKA
54084,"Hempala Premachandra ""Henry"" Jayasuriya",M,,,,Sri Lanka,SRI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,,LKA
57762,Hatha Kapuralalage Karunaratne,M,26.0,163.0,47.0,Sri Lanka,SRI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Flyweight,,LKA
70753,Mohandas Liyanage Sumith,M,24.0,172.0,57.0,Sri Lanka,SRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,,LKA
87774,"Alexander Indrajith ""Alex"" Obeysekera (Obeysekere)",M,,,,Sri Lanka,SRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,,LKA
93229,Albert Perera,M,,,,Sri Lanka,SRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Bantamweight,,LKA
99120,Anuruddha Bandara Ratnayake,M,32.0,158.0,53.0,Sri Lanka,SRI,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,,LKA
124234,Winston Van Cuylenburg,M,21.0,168.0,51.0,Sri Lanka,SRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,,LKA
129233,Dharmasiri Weerakoon,M,21.0,175.0,63.0,Sri Lanka,SRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,LKA
16512,Carlos Burga,M,20.0,163.0,67.0,Peru,PER,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,PER
38679,Pedro Garca Arcila,M,,,,Peru,PER,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Featherweight,,PER
72076,Oscar Ludea,M,26.0,178.0,92.0,Peru,PER,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Heavyweight,,PER
78690,Carlomagno Meneses Rodriguez,M,20.0,,,Peru,PER,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,PER
80095,Luis Toshiyuki Minami Minami,M,25.0,166.0,60.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,PER
97930,Marcelo Quiones Mayuri,M,19.0,180.0,73.0,Peru,PER,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,PER
101144,Salvador Rivera Senz,M,,,,Peru,PER,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Bantamweight,,PER
102724,Basilio Alberto  Rossel Contreras ,M,21.0,159.0,48.0,Peru,PER,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,,PER
16546,Robert Burgess,M,23.0,182.0,76.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Heavyweight,,BMU
48559,Clarence Hill,M,25.0,187.0,90.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Heavyweight,Bronze,BMU
55451,Roy Johnson,M,24.0,168.0,62.0,Bermuda,BER,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,,BMU
92425,"Quinton ""Quinn"" Paynter",M,27.0,170.0,71.0,Bermuda,BER,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,BMU
17014,Felix Bwalya,M,22.0,150.0,60.0,Zambia,ZAM,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,ZMB
17015,Hastings Bwalya,M,23.0,168.0,64.0,Zambia,ZAM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,ZMB
19616,Enock Chama,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Middleweight,,ZMB
20667,Ellis Chibuye,M,20.0,175.0,69.0,Zambia,ZAM,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,,ZMB
20667,Ellis Chibuye,M,24.0,175.0,69.0,Zambia,ZAM,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,,ZMB
20731,Justin Chikwanda,M,20.0,156.0,54.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,ZMB
20799,Jaineck Chinyanta,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,,ZMB
20843,Dimus Chisala,M,21.0,182.0,67.0,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,,ZMB
20843,Dimus Chisala,M,25.0,182.0,67.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,ZMB
20845,"Thomas ""Tom"" Chisenga",M,19.0,152.0,48.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,,ZMB
20890,Cassius Chiyanika,M,24.0,168.0,53.0,Zambia,ZAM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,,ZMB
21129,Joseph Oscar Chongo,M,23.0,155.0,51.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,ZMB
21129,Joseph Oscar Chongo,M,27.0,155.0,51.0,Zambia,ZAM,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,,ZMB
21129,Joseph Oscar Chongo,M,31.0,155.0,51.0,Zambia,ZAM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Bantamweight,,ZMB
21136,Gilbert Choombe,M,20.0,160.0,69.0,Zambia,ZAM,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,,ZMB
21435,Steven Chungu,M,23.0,163.0,57.0,Zambia,ZAM,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,,ZMB
35073,Timothy Feruka,M,18.0,161.0,48.0,Zambia,ZAM,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,,ZMB
37588,Daniel Fulanse,M,30.0,172.0,63.0,Zambia,ZAM,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,,ZMB
56516,Winifred Kabunda,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,,ZMB
56986,Henry Kalunga,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,,ZMB
57298,Kennedy Kanyanta,M,21.0,170.0,51.0,Zambia,ZAM,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,,ZMB
57305,Wilson Kaoma,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,,ZMB
57345,Christopher Kapopo,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,ZMB
64968,Yotham Kunda,M,23.0,172.0,63.0,Zambia,ZAM,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,,ZMB
72145,Julius Luipa,M,20.0,180.0,75.0,Zambia,ZAM,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,,ZMB
72145,Julius Luipa,M,24.0,180.0,75.0,Zambia,ZAM,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,,ZMB
73877,Precious Makina,M,22.0,,69.0,Zambia,ZAM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,ZMB
73894,Teddy Makofi,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,,ZMB
77192,Lameck Mbao,M,25.0,165.0,50.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,ZMB
77829,Ian William McLoughlin,M,20.0,168.0,57.0,Zambia,ZAM,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,,ZMB
82972,Boniface Mukuka,M,24.0,163.0,51.0,Zambia,ZAM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,,ZMB
83746,Lucky Mutale,M,25.0,162.0,48.0,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,,ZMB
83793,Benny Muziyo,M,23.0,,,Zambia,ZAM,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,,ZMB
83808,Moses Mwaba,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,,ZMB
83813,Davis Mwale,M,24.0,178.0,64.0,Zambia,ZAM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,,ZMB
83813,Davis Mwale,M,32.0,178.0,64.0,Zambia,ZAM,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,,ZMB
83814,Anthony Mwamba,M,28.0,168.0,63.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,ZMB
83815,Christopher Mwamba,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,,ZMB
83816,Godfrey Mwamba,M,18.0,180.0,67.0,Zambia,ZAM,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Bantamweight,,ZMB
83817,Patrick Mwamba,M,20.0,156.0,57.0,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,,ZMB
83817,Patrick Mwamba,M,24.0,156.0,57.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,ZMB
83825,Webbyego Mwangu,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Flyweight,,ZMB
83827,Kenny Mwansa,M,19.0,171.0,51.0,Zambia,ZAM,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,,ZMB
83838,Morgan Mwenya,M,19.0,172.0,57.0,Zambia,ZAM,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,ZMB
83841,Keith Mwila,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Flyweight,Bronze,ZMB
84675,David Nata,M,17.0,170.0,48.0,Zambia,ZAM,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Flyweight,,ZMB
111463,Blackson Siukoko,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,,ZMB
118080,Peter Talanti,M,,,,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,,ZMB
124487,Cornelis M. van der Walt,M,21.0,163.0,54.0,Zambia,ZAM,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,,ZMB
135006,Denis Zimba,M,24.0,,60.0,Zambia,ZAM,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,,ZMB
135416,Star Zulu,M,,,,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Bantamweight,,ZMB
17157,Ablio Almeida Cabral,M,20.0,169.0,57.0,Angola,ANG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,,AGO
22215,Alberto Mendes Coelho,M,18.0,174.0,60.0,Angola,ANG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,,AGO
25861,Jos Lus de Almeida,M,19.0,166.0,54.0,Angola,ANG,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,,AGO
26660,Apolinrio de Silveira,M,23.0,174.0,71.0,Angola,ANG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,AGO
41264,Manuel Gomes,M,22.0,160.0,54.0,Angola,ANG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,AGO
81364,Francisco Andr Moniz,M,26.0,179.0,67.0,Angola,ANG,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,,AGO
87580,Ado N'Zuzi,M,25.0,168.0,67.0,Angola,ANG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,AGO
19325,Ren Centellas,M,24.0,155.0,48.0,Bolivia,BOL,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,,BOL
19489,Vladimir Ch'ant'uria,M,22.0,186.0,91.0,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Bronze,GEO
41049,K'oba Gogoladze,M,23.0,172.0,62.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,,GEO
53006,Nik'oloz Izoria,M,18.0,175.0,54.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,,GEO
53006,Nik'oloz Izoria,M,22.0,175.0,54.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,,GEO
56469,Giorgi K'andelak'i,M,25.0,191.0,91.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Heavyweight,,GEO
59503,Teimuraz Khurtsilava,M,20.0,171.0,54.0,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,,GEO
64484,K'onst'ant'ine K'up'at'adze,M,21.0,170.0,57.0,Georgia,GEO,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Featherweight,,GEO
64860,Akn Kulolu,M,24.0,195.0,75.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,,GEO
79030,Tengiz Meskhadze,M,27.0,177.0,70.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,,GEO
125221,"Besarion ""Besik'"" Vardzelashvili",M,19.0,180.0,63.0,Georgia,GEO,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,,GEO
134904,K'akhaber Zhvania,M,25.0,178.0,69.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,GEO
19707,Chan Wa-Yen,M,22.0,166.0,51.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,,TWN
19765,Chang Lo-Pu,M,31.0,179.0,75.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,,TWN
19772,Chang Pin-Cheng,M,27.0,185.0,64.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,,TWN
20152,Chen Bai-Sun,M,32.0,178.0,71.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Middleweight,,TWN
20227,Chen King-Ming,M,26.0,164.0,51.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,,TWN
20246,Chen Nien-Chin,F,19.0,169.0,75.0,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,,TWN
21432,Chung Pao-Ming,M,22.0,165.0,48.0,Chinese Taipei,TPE,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Flyweight,,TWN
48949,Ho Su-Lung,M,28.0,172.0,60.0,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,TWN
49741,Hong Tshun-Fu,M,24.0,176.0,67.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,,TWN
50538,Hsu Hung-Cheng,M,23.0,170.0,57.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,,TWN
50546,Hsu Teng-Yun,M,24.0,173.0,57.0,Chinese Taipei,TPE,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,,TWN
65964,Lai Chu-En,M,20.0,168.0,56.0,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,,TWN
67811,Lee Chen-Chu,M,24.0,165.0,54.0,Chinese Taipei,TPE,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,,TWN
68152,Lee Shih-Chuan,M,24.0,,,Chinese Taipei,TPE,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,,TWN
70589,Liu Hsin-Hung,M,18.0,163.0,47.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,,TWN
71897,Lu Chih-Hsiung,M,23.0,165.0,56.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,TWN
122176,Tsai Chih-Hsiu,M,19.0,160.0,48.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,,TWN
