ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ISO
48,Abdelhak Aatakni,M,24.0,,64.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,,MAR
673,Abdel Hak Achik,M,29.0,165.0,54.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,Bronze,MAR
674,Mohamed Abdelhak Achik,M,23.0,174.0,57.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,MAR
674,Mohamed Abdelhak Achik,M,27.0,174.0,57.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,Bronze,MAR
674,Mohamed Abdelhak Achik,M,31.0,174.0,57.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,,MAR
1329,Lahcen Ahidous,M,19.0,188.0,84.0,Morocco,MAR,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,,MAR
1329,Lahcen Ahidous,M,23.0,188.0,84.0,Morocco,MAR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,MAR
1517,Hamid Ait Bighrade,M,28.0,164.0,54.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,,MAR
1520,Miloud Ait Hammi,M,26.0,178.0,69.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,,MAR
3283,Mohamed Amanissi,M,27.0,,107.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,,MAR
5092,Mohamed Al-Arjaoui,M,21.0,185.0,91.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,,MAR
5092,Mohamed Al-Arjaoui,M,25.0,185.0,91.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,,MAR
5092,Mohamed Al-Arjaoui,M,29.0,185.0,91.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,,MAR
5837,Mohamed Atmani,M,23.0,171.0,66.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,MAR
6330,Tahar Aziz,M,17.0,165.0,48.0,Morocco,MAR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Flyweight,,MAR
7900,Ahmed Al-Barki,M,32.0,,81.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,MAR
9592,Abdel Kader Belghiti,M,,162.0,51.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,,MAR
9878,Fatah Ben Farj,M,,172.0,63.0,Morocco,MAR,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,,MAR
9902,Moustafa Ben Lahbib,M,,175.0,74.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,,MAR
10583,Hamid Berhili,M,28.0,,51.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,,MAR
10583,Hamid Berhili,M,32.0,,51.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,,MAR
13905,Ahmed Bouazza,M,,163.0,53.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,,MAR
13910,Mohamed Boubekeur,M,,170.0,63.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,,MAR
13919,Mohamed Bouchara,M,,175.0,67.0,Morocco,MAR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,,MAR
13953,Redouane Bouchtouk,M,27.0,165.0,48.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,,MAR
13953,Redouane Bouchtouk,M,31.0,165.0,48.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,,MAR
25396,Abdelali Darra,M,22.0,,49.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,,MAR
32007,Rachid El-Haddak,M,30.0,198.0,91.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,,MAR
33584,Zohra Ez Zahraoui,F,32.0,165.0,51.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,,MAR
33701,Mustapha Fadli,M,,168.0,60.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,,MAR
34227,Abdel Latif Fatihi,M,25.0,188.0,81.0,Morocco,MAR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Heavyweight,,MAR
38350,Abdel Kader Gangani,M,,170.0,58.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Lightweight,,MAR
44603,Badr-Eddine Haddioui,M,23.0,,60.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Middleweight,,MAR
45385,Mohamed Hamout,M,22.0,167.0,56.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,,MAR
46492,Mohamed Hassane,M,,164.0,55.0,Morocco,MAR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,,MAR
48639,Boujemaa Hilmann,M,,161.0,51.0,Morocco,MAR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,,MAR
59099,Al-Mehdi Al-Khalsi,M,22.0,,69.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,MAR
59099,Al-Mehdi Al-Khalsi,M,26.0,,69.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,,MAR
59213,Achraf Kharroubi,M,25.0,160.0,52.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,,MAR
65726,Hasnaa Lachgar,F,26.0,164.0,60.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,,MAR
65927,Hassan Lahmar,M,,170.0,64.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,,MAR
65944,Kabil Lahsen,M,24.0,170.0,67.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,,MAR
67467,Aboubakr Al-Seddik Al-Lbida,M,32.0,,56.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,,MAR
73408,Lahcen Maghfour,M,22.0,168.0,57.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,MAR
74900,Khadija Al-Mardi,F,25.0,183.0,75.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,,MAR
75144,Kamal Marjouane,M,23.0,167.0,60.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,MAR
75144,Kamal Marjouane,M,27.0,167.0,60.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,MAR
79010,Hicham Mesbahi,M,19.0,166.0,51.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,,MAR
79010,Hicham Mesbahi,M,23.0,166.0,51.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,,MAR
79010,Hicham Mesbahi,M,27.0,166.0,51.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Bantamweight,,MAR
79011,Mohamed Mesbahi,M,23.0,180.0,75.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,,MAR
79011,Mohamed Mesbahi,M,27.0,180.0,75.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,,MAR
79011,Mohamed Mesbahi,M,31.0,180.0,75.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,,MAR
80659,Al-Mahjoub M'jirih,M,,154.0,46.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Flyweight,,MAR
80659,Al-Mahjoub M'jirih,M,,154.0,46.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,,MAR
82584,Aissa Moukrim,M,24.0,168.0,51.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,MAR
82649,Driss Moussaid,M,20.0,,64.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,MAR
84051,Hicham Nafil,M,21.0,180.0,64.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Bantamweight,,MAR
84051,Hicham Nafil,M,29.0,180.0,64.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,,MAR
84255,Abderrahim Najm,M,21.0,168.0,48.0,Morocco,MAR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,,MAR
85761,Abdelillah Nhaila,M,26.0,,51.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,,MAR
90048,Ali Ouabbou,M,31.0,166.0,51.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,,MAR
90060,Mahdi Ouatine,M,20.0,,57.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,,MAR
90065,Mahjouba Oubtil,F,29.0,,60.0,Morocco,MAR,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Lightweight,,MAR
90066,Hassan Oucheikh,M,24.0,170.0,54.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,,MAR
98057,Mohammed Rabii,M,23.0,180.0,69.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze,MAR
98076,Said Rachidi,M,22.0,,75.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,,MAR
98323,Azize Al-Raguig,M,25.0,185.0,81.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,,MAR
98339,Khalid Rahilou,M,22.0,172.0,63.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,MAR
98429,Mohamed Rais,M,24.0,174.0,54.0,Morocco,MAR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,,MAR
105682,Mohamed Saoud,M,26.0,178.0,75.0,Morocco,MAR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Middleweight,,MAR
105800,Ahmed Sarir,M,29.0,,91.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,,MAR
113457,Mohamed Sourour,M,28.0,170.0,60.0,Morocco,MAR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,,MAR
113457,Mohamed Sourour,M,32.0,170.0,60.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,MAR
118239,Al-Tahar Al-Tamsamani,M,20.0,175.0,60.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,Bronze,MAR
118239,Al-Tahar Al-Tamsamani,M,23.0,175.0,60.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Lightweight,,MAR
118239,Al-Tahar Al-Tamsamani,M,27.0,175.0,60.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,,MAR
118526,Abdellah Taouane,M,21.0,182.0,63.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,MAR
118526,Abdellah Taouane,M,24.0,182.0,63.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,,MAR
120228,Abdellah Tibazi,M,,178.0,71.0,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,MAR
134049,Mbarek Zarrougui,M,22.0,166.0,51.0,Morocco,MAR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,,MAR
134167,Mohamed Zbir,M,26.0,163.0,51.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,,MAR
134167,Mohamed Zbir,M,30.0,163.0,51.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,,MAR
54,Mohamed Jamshid Abadi,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,,IRN
1100,Ibrahim Afsharpour,M,21.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,,IRN
1160,Nasser Aghaie,M,20.0,160.0,51.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,,IRN
1161,Emanoul B. Aghasi (Agassian-),M,17.0,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Bantamweight,,IRN
1161,Emanoul B. Aghasi (Agassian-),M,21.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Featherweight,,IRN
2710,Sadegh Ali Akbarzadeh Khoi,M,27.0,163.0,54.0,Iran,IRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,,IRN
2710,Sadegh Ali Akbarzadeh Khoi,M,32.0,163.0,54.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,,IRN
5543,Mohamed Asheri,M,29.0,170.0,60.0,Iran,IRI,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Lightweight,,IRN
6293,Mohamed Azar Hazin,M,25.0,176.0,74.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,,IRN
6694,Parviz Badpa,M,21.0,175.0,92.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Heavyweight,,IRN
6825,Manuchehr Bahmani,M,20.0,167.0,55.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,,IRN
6826,Parviz Bahmani,M,20.0,175.0,60.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Lightweight,,IRN
6838,Ali Bahri Khomani,M,24.0,179.0,71.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,,IRN
8435,Sayed Bashiri,M,24.0,150.0,50.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,,IRN
8596,Bijan Batmani,M,27.0,164.0,57.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,,IRN
31598,Hassan Eghmaz,M,27.0,173.0,61.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,IRN
33977,Jamshid Fani,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Featherweight,,IRN
34534,Jabar Feli,M,22.0,168.0,58.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,IRN
39916,Behzad Ghaedi Bardeh,M,19.0,160.0,57.0,Iran,IRI,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,,IRN
39951,Amin Ghasemipour,M,26.0,177.0,,Iran,IRI,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,,IRN
39952,Nadimi Ghasre Dashti,M,24.0,173.0,64.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,,IRN
39959,Vazik Ghazarian,M,23.0,168.0,63.0,Iran,IRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,,IRN
40044,Mehdi Ghorbani,M,23.0,182.0,81.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Heavyweight,,IRN
40052,Ayoub Pourtaghi Ghoushchi,M,23.0,182.0,81.0,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,,IRN
51250,Rohollah Husseini,M,21.0,182.0,91.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,,IRN
51887,Ezrael Illkhanouf,M,26.0,159.0,51.0,Iran,IRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,,IRN
52633,George Issabeg,M,17.0,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,,IRN
52633,George Issabeg,M,21.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Welterweight,,IRN
59227,Yusef Khateri,M,20.0,175.0,67.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,,IRN
59521,Iraj Kia Rostami,M,29.0,180.0,91.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,,IRN
77070,Ali Mazaheri,M,26.0,195.0,91.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,,IRN
77070,Ali Mazaheri,M,30.0,195.0,91.0,Iran,IRI,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,,IRN
80859,Babak Moghimi,M,18.0,178.0,66.0,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,,IRN
80859,Babak Moghimi,M,22.0,178.0,66.0,Iran,IRI,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,,IRN
81336,Nosra Vakil Monfard,M,25.0,176.0,65.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,,IRN
84838,Petros Nazarbegian,M,25.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Lightweight,,IRN
86227,Fazlollah Nikkhah,M,21.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Bantamweight,,IRN
87087,Anoushirvan Nourian,M,20.0,165.0,63.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Welterweight,,IRN
90664,Hassan Pakandam,M,30.0,175.0,60.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,,IRN
91789,Vartex Parsanian,M,20.0,177.0,69.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,IRN
98345,Masoud Rahimiha,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,,IRN
99064,Ghasem Rassaeli,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,IRN
102925,Sayed Mahmoudpour Roudsari,M,25.0,171.0,71.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,,IRN
103009,Ehsan Rouzbahani,M,24.0,178.0,74.0,Iran,IRI,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,IRN
103009,Ehsan Rouzbahani,M,28.0,178.0,74.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,,IRN
104183,Korosh Malaie Saefid Dashti,M,21.0,183.0,75.0,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,,IRN
104279,Ardashes Saginian,M,24.0,,,Iran,IRI,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,,IRN
104932,Mohamed Reza Samadi,M,25.0,198.0,104.0,Iran,IRI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Super-Heavyweight,,IRN
108735,Morteza Sepahvandi,M,28.0,174.0,64.0,Iran,IRI,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,IRN
109882,Morteza Shiri Tazeh Gheslagh,M,30.0,181.0,91.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,,IRN
109982,Eskandar Shora Ossipoff,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,IRN
120839,Mehdi Tolouti Bandpi,M,27.0,172.0,,Iran,IRI,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,,IRN
121499,Hussain Tousi,M,,,,Iran,IRI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Middleweight,,IRN
125357,Siamak Varzideh,M,21.0,176.0,75.0,Iran,IRI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,,IRN
132713,Ghasem Yavarkandi,M,28.0,177.0,67.0,Iran,IRI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,IRN
57,Borislav Abadzhiev,M,24.0,176.0,66.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,BGR
2471,Aleksandar Emilov Aleksandrov,M,27.0,164.0,51.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,,BGR
2485,Stefan Aleksandrov,M,21.0,160.0,50.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Flyweight,,BGR
4186,Tsacho Andreykovski,M,21.0,166.0,54.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,,BGR
4186,Tsacho Andreykovski,M,25.0,166.0,54.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,,BGR
4297,Angel Angelov,M,24.0,170.0,63.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,Silver,BGR
5510,Daniel Asenov,M,19.0,163.0,52.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,,BGR
5759,Margarit Atanasov,M,22.0,169.0,64.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,,BGR
14402,Daniel Bozhinov Petrov,M,20.0,168.0,48.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,Silver,BGR
14402,Daniel Bozhinov Petrov,M,24.0,168.0,48.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,Gold,BGR
19656,Simeon Chamov,M,25.0,180.0,69.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,,BGR
21440,Emil Todorov Chuprenski,M,28.0,175.0,62.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,BGR
24952,Detelin Stefanov Dalakliev,M,21.0,170.0,54.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,,BGR
24952,Detelin Stefanov Dalakliev,M,29.0,170.0,54.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,,BGR
25344,Petar Ivanov Darakchiev,M,21.0,175.0,63.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,,BGR
28588,Ilian Dimitrov,M,23.0,176.0,75.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Middleweight,,BGR
36066,Kostadin Folev,M,25.0,185.0,75.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Middleweight,,BGR
37405,Beykhan Fuchedzhiev,M,20.0,160.0,48.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,,BGR
37671,Khristo Dimitrov Furnigov,M,21.0,175.0,67.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,BGR
39592,Boris Metodiev Georgiev,M,21.0,180.0,64.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,Bronze,BGR
39592,Boris Metodiev Georgiev,M,25.0,180.0,64.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,BGR
39615,Simeon Georgiev,M,22.0,176.0,75.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,BGR
52783,Bozhidar Ivanov,M,23.0,185.0,81.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Heavyweight,,BGR
59433,Aleksandar Ivanov Khristov,M,24.0,170.0,54.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,Silver,BGR
59433,Aleksandar Ivanov Khristov,M,31.0,170.0,54.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Bantamweight,,BGR
60699,Deyan Kirilov,M,24.0,186.0,84.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,,BGR
60741,Kirkor Mikhaylov Kirkorov,M,20.0,175.0,57.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,BGR
60741,Kirkor Mikhaylov Kirkorov,M,24.0,175.0,57.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,,BGR
60787,Ivan Kiryakov,M,25.0,177.0,67.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,,BGR
62196,Vladimir Kolev,M,18.0,177.0,63.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,BGR
62196,Vladimir Kolev,M,22.0,177.0,63.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Bronze,BGR
63073,Georgi Kostadinov,M,22.0,165.0,51.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,Gold,BGR
63073,Georgi Kostadinov,M,26.0,165.0,51.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Flyweight,,BGR
63787,Emil Dankov Krastev,M,23.0,185.0,79.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,,BGR
